year,dept,female_count,total_count,female_pct
1999-00,"Env Sci, Policy, & Mgmt",49.0,80,0.6125
1999-00,Ethnic Studies,54.0,84,0.6428571428571429
1999-00,Film and Media,26.0,45,0.5777777777777777
1999-00,French,25.0,27,0.9259259259259259
1999-00,Gender & Womens Studies,18.0,18,1.0
1999-00,Geography,14.0,33,0.42424242424242425
1999-00,German,10.0,18,0.5555555555555556
1999-00,History,102.0,224,0.45535714285714285
1999-00,History of Art,24.0,29,0.8275862068965517
1999-00,Industrial Eng & Ops Research,14.0,46,0.30434782608695654
1999-00,Integrative Biology,142.0,238,0.5966386554621849
1999-00,Interdisc Social Science Pgms,137.0,257,0.5330739299610895
1999-00,Italian Studies,5.0,7,0.7142857142857143
1999-00,L&S Chemistry,5.0,8,0.625
1999-00,L&S Computer Science,25.0,139,0.17985611510791366
1999-00,L&S Legal Studies,70.0,122,0.5737704918032787
1999-00,L&S Social Welfare,98.0,119,0.8235294117647058
1999-00,Landscape Arch & Env Plan,6.0,9,0.6666666666666666
1999-00,Linguistics,12.0,24,0.5
1999-00,Materials Science & Eng,8.0,34,0.23529411764705882
1999-00,Mathematics,49.0,112,0.4375
1999-00,Mechanical Engineering,18.0,130,0.13846153846153847
1999-00,Molecular & Cell Biology,315.0,625,0.504
1999-00,Music,19.0,30,0.6333333333333333
1999-00,Near Eastern Studies,3.0,6,0.5
1999-00,Nuclear Engineering,,13,
1999-00,Nutritional Sciences & Tox,27.0,34,0.7941176470588235
1999-00,Optometry,24.0,37,0.6486486486486487
1999-00,Other Arts & Humanities Pgms,1.0,1,1.0
1999-00,Other Physical Sciences Pgms,4.0,6,0.6666666666666666
1999-00,Other Social Sciences Programs,3.0,8,0.375
1999-00,Philosophy,25.0,66,0.3787878787878788
1999-00,Physics,14.0,63,0.2222222222222222
1999-00,Plant & Microbial Biology,6.0,18,0.3333333333333333
1999-00,Political Science,180.0,361,0.4986149584487535
1999-00,Psychology,244.0,338,0.7218934911242604
1999-00,Rhetoric,48.0,83,0.5783132530120482
1999-00,Scandinavian,4.0,5,0.8
1999-00,Slavic Languages & Literatures,1.0,5,0.2
1999-00,Sociology,151.0,211,0.7156398104265402
1999-00,South & SE Asian Studies,4.0,8,0.5
1999-00,Spanish & Portuguese,37.0,59,0.6271186440677966
1999-00,Statistics,11.0,31,0.3548387096774194
1999-00,Theater Dance & Perf Stds,20.0,24,0.8333333333333334
1999-00,UG Interdisciplinary Studies,329.0,517,0.6363636363636364
2000-01,African American Studies,6.0,10,0.6
2000-01,Ag & Resource Econ & Pol,20.0,44,0.45454545454545453
2000-01,Anthropology,96.0,130,0.7384615384615385
2000-01,Architecture,87.0,169,0.514792899408284
2000-01,Art Practice,51.0,74,0.6891891891891891
2000-01,Astronomy,8.0,12,0.6666666666666666
2000-01,Bioengineering,15.0,32,0.46875
2000-01,Business,120.0,239,0.502092050209205
2000-01,Chem & Biomolecular Eng,29.0,89,0.3258426966292135
2000-01,Chemistry,34.0,69,0.4927536231884058
2000-01,Civil & Environmental Eng,33.0,85,0.38823529411764707
2000-01,Classics,3.0,10,0.3
2000-01,Comparative Literature,26.0,38,0.6842105263157895
2000-01,Earth & Planetary Science,3.0,10,0.3
2000-01,East Asian Lang & Culture,16.0,27,0.5925925925925926
2000-01,Economics,159.0,365,0.43561643835616437
2000-01,Electrical Eng & Computer Sci,58.0,320,0.18125
2000-01,Engineering Science,4.0,16,0.25
2000-01,English,254.0,384,0.6614583333333334
2000-01,"Env Sci, Policy, & Mgmt",62.0,101,0.6138613861386139
2000-01,Ethnic Studies,37.0,62,0.5967741935483871
2000-01,Film and Media,19.0,40,0.475
2000-01,French,19.0,22,0.8636363636363636
2000-01,Gender & Womens Studies,11.0,11,1.0
2000-01,Geography,22.0,38,0.5789473684210527
2000-01,German,9.0,17,0.5294117647058824
2000-01,History,81.0,192,0.421875
2000-01,History of Art,43.0,54,0.7962962962962963
2000-01,Industrial Eng & Ops Research,21.0,48,0.4375
2000-01,Integrative Biology,130.0,207,0.6280193236714976
2000-01,Interdisc Social Science Pgms,167.0,290,0.5758620689655173
2000-01,Italian Studies,,1,
2000-01,L&S Chemistry,3.0,5,0.6
2000-01,L&S Computer Science,33.0,124,0.2661290322580645
2000-01,L&S Legal Studies,58.0,116,0.5
2000-01,L&S Social Welfare,75.0,99,0.7575757575757576
2000-01,Landscape Arch & Env Plan,8.0,13,0.6153846153846154
2000-01,Linguistics,16.0,25,0.64
2000-01,Materials Science & Eng,9.0,40,0.225
2000-01,Mathematics,32.0,108,0.2962962962962963
2000-01,Mechanical Engineering,23.0,145,0.15862068965517243
2000-01,Molecular & Cell Biology,322.0,580,0.5551724137931034
2000-01,Music,15.0,31,0.4838709677419355
2000-01,Near Eastern Studies,4.0,5,0.8
2000-01,Nuclear Engineering,1.0,7,0.14285714285714285
2000-01,Nutritional Sciences & Tox,16.0,23,0.6956521739130435
2000-01,Optometry,23.0,31,0.7419354838709677
2000-01,Other Bio Sciences Pgms,,1,
2000-01,Other Physical Sciences Pgms,1.0,4,0.25
2000-01,Other Social Sciences Programs,,1,
2000-01,Philosophy,17.0,52,0.3269230769230769
2000-01,Physics,8.0,44,0.18181818181818182
2000-01,Plant & Microbial Biology,3.0,6,0.5
2000-01,Political Science,174.0,360,0.48333333333333334
2000-01,Psychology,213.0,293,0.726962457337884
2000-01,Rhetoric,44.0,96,0.4583333333333333
2000-01,Scandinavian,2.0,3,0.6666666666666666
2000-01,Slavic Languages & Literatures,2.0,4,0.5
2000-01,Sociology,117.0,167,0.7005988023952096
2000-01,South & SE Asian Studies,1.0,2,0.5
2000-01,Spanish & Portuguese,44.0,49,0.8979591836734694
2000-01,Statistics,15.0,32,0.46875
2000-01,Theater Dance & Perf Stds,18.0,23,0.782608695652174
2000-01,UG Interdisciplinary Studies,366.0,549,0.6666666666666666
2001-02,African American Studies,10.0,16,0.625
2001-02,Ag & Resource Econ & Pol,15.0,37,0.40540540540540543
2001-02,Anthropology,94.0,129,0.7286821705426356
2001-02,Architecture,94.0,188,0.5
2001-02,Art Practice,45.0,56,0.8035714285714286
2001-02,Astronomy,6.0,20,0.3
2001-02,Bioengineering,22.0,50,0.44
2001-02,Business,141.0,285,0.49473684210526314
2001-02,Chem & Biomolecular Eng,26.0,82,0.3170731707317073
2001-02,Chemistry,27.0,60,0.45
2001-02,Civil & Environmental Eng,29.0,71,0.4084507042253521
2001-02,Classics,10.0,19,0.5263157894736842
2001-02,Comparative Literature,29.0,37,0.7837837837837838
2001-02,Earth & Planetary Science,7.0,21,0.3333333333333333
2001-02,East Asian Lang & Culture,17.0,35,0.4857142857142857
2001-02,Economics,162.0,357,0.453781512605042
2001-02,Electrical Eng & Computer Sci,55.0,341,0.16129032258064516
2001-02,Engineering Science,3.0,15,0.2
2001-02,English,277.0,394,0.7030456852791879
2001-02,"Env Sci, Policy, & Mgmt",54.0,100,0.54
2001-02,Ethnic Studies,52.0,80,0.65
2001-02,Film and Media,22.0,62,0.3548387096774194
2001-02,French,32.0,36,0.8888888888888888
2001-02,Gender & Womens Studies,10.0,10,1.0
2001-02,Geography,26.0,42,0.6190476190476191
2001-02,German,6.0,12,0.5
2001-02,History,110.0,253,0.43478260869565216
2001-02,History of Art,42.0,50,0.84
2001-02,Industrial Eng & Ops Research,21.0,45,0.4666666666666667
2001-02,Integrative Biology,138.0,206,0.6699029126213593
2001-02,Interdisc Social Science Pgms,190.0,345,0.5507246376811594
2001-02,Italian Studies,6.0,8,0.75
2001-02,L&S Chemistry,2.0,4,0.5
2001-02,L&S Computer Science,36.0,119,0.3025210084033613
2001-02,L&S Legal Studies,66.0,139,0.4748201438848921
2001-02,L&S Social Welfare,87.0,103,0.8446601941747572
2001-02,Landscape Arch & Env Plan,7.0,9,0.7777777777777778
2001-02,Linguistics,33.0,46,0.717391304347826
2001-02,Materials Science & Eng,8.0,46,0.17391304347826086
2001-02,Mathematics,52.0,159,0.3270440251572327
2001-02,Mechanical Engineering,14.0,135,0.1037037037037037
2001-02,Molecular & Cell Biology,290.0,540,0.5370370370370371
2001-02,Music,28.0,48,0.5833333333333334
2001-02,Near Eastern Studies,4.0,8,0.5
2001-02,Nuclear Engineering,,13,
2001-02,Nutritional Sciences & Tox,25.0,29,0.8620689655172413
2001-02,Optometry,39.0,53,0.7358490566037735
2001-02,Other Arts & Humanities Pgms,1.0,2,0.5
2001-02,Other Env Design Programs,1.0,3,0.3333333333333333
2001-02,Other Physical Sciences Pgms,3.0,7,0.42857142857142855
2001-02,Other Social Sciences Programs,1.0,3,0.3333333333333333
2001-02,Philosophy,18.0,74,0.24324324324324326
2001-02,Physics,18.0,79,0.22784810126582278
2001-02,Plant & Microbial Biology,4.0,7,0.5714285714285714
2001-02,Political Science,227.0,424,0.535377358490566
2001-02,Psychology,208.0,288,0.7222222222222222
2001-02,Rhetoric,45.0,93,0.4838709677419355
2001-02,Scandinavian,2.0,3,0.6666666666666666
2001-02,Slavic Languages & Literatures,4.0,6,0.6666666666666666
2001-02,Sociology,140.0,191,0.7329842931937173
2001-02,South & SE Asian Studies,6.0,10,0.6
2001-02,Spanish & Portuguese,40.0,51,0.7843137254901961
2001-02,Statistics,13.0,26,0.5
2001-02,Theater Dance & Perf Stds,21.0,32,0.65625
2001-02,UG Interdisciplinary Studies,366.0,570,0.6421052631578947
2002-03,African American Studies,11.0,15,0.7333333333333333
2002-03,Ag & Resource Econ & Pol,17.0,35,0.4857142857142857
2002-03,Anthropology,117.0,158,0.740506329113924
2002-03,Architecture,96.0,177,0.5423728813559322
2002-03,Art Practice,50.0,71,0.704225352112676
2002-03,Astronomy,7.0,15,0.4666666666666667
2002-03,Bioengineering,34.0,90,0.37777777777777777
2002-03,Business,157.0,295,0.5322033898305085
2002-03,Chem & Biomolecular Eng,31.0,80,0.3875
2002-03,Chemistry,33.0,64,0.515625
2002-03,Civil & Environmental Eng,28.0,86,0.32558139534883723
2002-03,Classics,12.0,24,0.5
2002-03,Comparative Literature,21.0,34,0.6176470588235294
2002-03,Earth & Planetary Science,4.0,11,0.36363636363636365
2002-03,East Asian Lang & Culture,16.0,33,0.48484848484848486
2002-03,Economics,179.0,412,0.4344660194174757
2002-03,Electrical Eng & Computer Sci,45.0,312,0.14423076923076922
2002-03,Engineering Science,12.0,32,0.375
2002-03,English,268.0,407,0.6584766584766585
2002-03,"Env Sci, Policy, & Mgmt",71.0,105,0.6761904761904762
2002-03,Ethnic Studies,51.0,73,0.6986301369863014
2002-03,Film and Media,20.0,48,0.4166666666666667
2002-03,French,31.0,37,0.8378378378378378
2002-03,Gender & Womens Studies,13.0,14,0.9285714285714286
2002-03,Geography,13.0,28,0.4642857142857143
2002-03,German,6.0,10,0.6
2002-03,History,114.0,232,0.49137931034482757
2002-03,History of Art,47.0,58,0.8103448275862069
2002-03,Industrial Eng & Ops Research,22.0,52,0.4230769230769231
2002-03,Integrative Biology,111.0,187,0.5935828877005348
2002-03,Interdisc Social Science Pgms,235.0,397,0.5919395465994962
2002-03,Italian Studies,7.0,9,0.7777777777777778
2002-03,L&S Chemistry,5.0,7,0.7142857142857143
2002-03,L&S Computer Science,37.0,132,0.2803030303030303
2002-03,L&S Legal Studies,89.0,173,0.5144508670520231
2002-03,L&S Social Welfare,82.0,98,0.8367346938775511
2002-03,Landscape Arch & Env Plan,7.0,10,0.7
2002-03,Linguistics,22.0,33,0.6666666666666666
2002-03,Materials Science & Eng,8.0,46,0.17391304347826086
2002-03,Mathematics,70.0,199,0.35175879396984927
2002-03,Mechanical Engineering,27.0,162,0.16666666666666666
2002-03,Molecular & Cell Biology,337.0,597,0.5644891122278057
2002-03,Music,16.0,31,0.5161290322580645
2002-03,Near Eastern Studies,5.0,8,0.625
2002-03,Nuclear Engineering,2.0,8,0.25
2002-03,Nutritional Sciences & Tox,25.0,30,0.8333333333333334
2002-03,Optometry,3.0,4,0.75
2002-03,Other Arts & Humanities Pgms,1.0,2,0.5
2002-03,Other Env Design Programs,1.0,2,0.5
2002-03,Other Physical Sciences Pgms,2.0,7,0.2857142857142857
2002-03,Other Social Sciences Programs,1.0,2,0.5
2002-03,Philosophy,21.0,67,0.31343283582089554
2002-03,Physics,17.0,80,0.2125
2002-03,Plant & Microbial Biology,12.0,16,0.75
2002-03,Political Science,232.0,446,0.5201793721973094
2002-03,Psychology,236.0,313,0.7539936102236422
2002-03,Rhetoric,43.0,88,0.48863636363636365
2002-03,Scandinavian,6.0,7,0.8571428571428571
2002-03,Slavic Languages & Literatures,4.0,5,0.8
2002-03,Sociology,160.0,207,0.7729468599033816
2002-03,South & SE Asian Studies,7.0,10,0.7
2002-03,Spanish & Portuguese,38.0,54,0.7037037037037037
2002-03,Statistics,16.0,32,0.5
2002-03,Theater Dance & Perf Stds,27.0,37,0.7297297297297297
2002-03,UG Interdisciplinary Studies,329.0,545,0.6036697247706422
2003-04,African American Studies,10.0,15,0.6666666666666666
2003-04,Ag & Resource Econ & Pol,9.0,29,0.3103448275862069
2003-04,Anthropology,106.0,138,0.7681159420289855
2003-04,Architecture,117.0,196,0.5969387755102041
2003-04,Art Practice,54.0,80,0.675
2003-04,Astronomy,9.0,22,0.4090909090909091
2003-04,Bioengineering,44.0,109,0.4036697247706422
2003-04,Business,165.0,319,0.5172413793103449
2003-04,Chem & Biomolecular Eng,28.0,89,0.3146067415730337
2003-04,Chemistry,18.0,55,0.32727272727272727
2003-04,City & Regional Planning,3.0,5,0.6
2003-04,Civil & Environmental Eng,29.0,66,0.4393939393939394
2003-04,Classics,8.0,14,0.5714285714285714
2003-04,Comparative Literature,22.0,34,0.6470588235294118
2003-04,Earth & Planetary Science,11.0,19,0.5789473684210527
2003-04,East Asian Lang & Culture,23.0,38,0.6052631578947368
2003-04,Economics,213.0,441,0.48299319727891155
2003-04,Electrical Eng & Computer Sci,67.0,329,0.20364741641337386
2003-04,Engineering Science,8.0,22,0.36363636363636365
2003-04,English,289.0,408,0.7083333333333334
2003-04,"Env Sci, Policy, & Mgmt",73.0,108,0.6759259259259259
2003-04,Ethnic Studies,52.0,69,0.7536231884057971
2003-04,Film and Media,21.0,47,0.44680851063829785
2003-04,French,24.0,29,0.8275862068965517
2003-04,Gender & Womens Studies,19.0,19,1.0
2003-04,Geography,26.0,40,0.65
2003-04,German,13.0,20,0.65
2003-04,History,130.0,241,0.5394190871369294
2003-04,History of Art,53.0,64,0.828125
2003-04,Industrial Eng & Ops Research,17.0,40,0.425
2003-04,Integrative Biology,124.0,190,0.6526315789473685
2003-04,Interdisc Social Science Pgms,237.0,438,0.541095890410959
2003-04,Italian Studies,9.0,11,0.8181818181818182
2003-04,L&S Chemistry,1.0,5,0.2
2003-04,L&S Computer Science,23.0,141,0.16312056737588654
2003-04,L&S Legal Studies,111.0,204,0.5441176470588235
2003-04,L&S Social Welfare,74.0,89,0.8314606741573034
2003-04,Landscape Arch & Env Plan,3.0,8,0.375
2003-04,Linguistics,27.0,39,0.6923076923076923
2003-04,Materials Science & Eng,9.0,33,0.2727272727272727
2003-04,Mathematics,72.0,212,0.33962264150943394
2003-04,Mechanical Engineering,27.0,146,0.18493150684931506
2003-04,Molecular & Cell Biology,362.0,593,0.6104553119730185
2003-04,Music,12.0,29,0.41379310344827586
2003-04,Near Eastern Studies,13.0,16,0.8125
2003-04,Nuclear Engineering,2.0,7,0.2857142857142857
2003-04,Nutritional Sciences & Tox,27.0,32,0.84375
2003-04,Optometry,1.0,1,1.0
2003-04,Other Clg of Natural Res Pgms,1.0,1,1.0
2003-04,Other Env Design Programs,3.0,3,1.0
2003-04,Other Physical Sciences Pgms,,3,
2003-04,Other Social Sciences Programs,2.0,3,0.6666666666666666
2003-04,Philosophy,39.0,92,0.42391304347826086
2003-04,Physics,18.0,70,0.2571428571428571
2003-04,Plant & Microbial Biology,10.0,15,0.6666666666666666
2003-04,Political Science,267.0,514,0.519455252918288
2003-04,Psychology,254.0,325,0.7815384615384615
2003-04,Rhetoric,58.0,97,0.5979381443298969
2003-04,Scandinavian,3.0,7,0.42857142857142855
2003-04,Slavic Languages & Literatures,5.0,6,0.8333333333333334
2003-04,Sociology,184.0,256,0.71875
2003-04,South & SE Asian Studies,10.0,17,0.5882352941176471
2003-04,Spanish & Portuguese,38.0,52,0.7307692307692307
2003-04,Statistics,15.0,39,0.38461538461538464
2003-04,Theater Dance & Perf Stds,22.0,29,0.7586206896551724
2003-04,UG Interdisciplinary Studies,360.0,565,0.6371681415929203
2004-05,African American Studies,8.0,13,0.6153846153846154
2004-05,Ag & Resource Econ & Pol,9.0,21,0.42857142857142855
2004-05,Anthropology,113.0,147,0.7687074829931972
2004-05,Architecture,108.0,191,0.5654450261780105
2004-05,Art Practice,57.0,78,0.7307692307692307
2004-05,Astronomy,13.0,28,0.4642857142857143
2004-05,Bioengineering,35.0,118,0.2966101694915254
2004-05,Business,197.0,374,0.5267379679144385
2004-05,Chem & Biomolecular Eng,41.0,94,0.43617021276595747
2004-05,Chemistry,55.0,86,0.6395348837209303
2004-05,City & Regional Planning,6.0,15,0.4
2004-05,Civil & Environmental Eng,29.0,65,0.4461538461538462
2004-05,Classics,12.0,18,0.6666666666666666
2004-05,Comparative Literature,26.0,34,0.7647058823529411
2004-05,Earth & Planetary Science,8.0,14,0.5714285714285714
2004-05,East Asian Lang & Culture,25.0,38,0.6578947368421053
2004-05,Economics,223.0,475,0.4694736842105263
2004-05,Electrical Eng & Computer Sci,51.0,261,0.19540229885057472
2004-05,Engineering Science,13.0,35,0.37142857142857144
2004-05,English,226.0,336,0.6726190476190477
2004-05,"Env Sci, Policy, & Mgmt",67.0,91,0.7362637362637363
2004-05,Ethnic Studies,60.0,80,0.75
2004-05,Film and Media,22.0,49,0.4489795918367347
2004-05,French,25.0,26,0.9615384615384616
2004-05,Gender & Womens Studies,18.0,19,0.9473684210526315
2004-05,Geography,28.0,50,0.56
2004-05,German,8.0,15,0.5333333333333333
2004-05,History,119.0,252,0.4722222222222222
2004-05,History of Art,65.0,75,0.8666666666666667
2004-05,Industrial Eng & Ops Research,20.0,51,0.39215686274509803
2004-05,Integrative Biology,137.0,197,0.6954314720812182
2004-05,Interdisc Social Science Pgms,214.0,388,0.5515463917525774
2004-05,Italian Studies,5.0,6,0.8333333333333334
2004-05,L&S Chemistry,1.0,3,0.3333333333333333
2004-05,L&S Computer Science,11.0,99,0.1111111111111111
2004-05,L&S Legal Studies,111.0,204,0.5441176470588235
2004-05,L&S Public Health,38.0,42,0.9047619047619048
2004-05,L&S Social Welfare,99.0,120,0.825
2004-05,Landscape Arch & Env Plan,9.0,11,0.8181818181818182
2004-05,Linguistics,29.0,43,0.6744186046511628
2004-05,Materials Science & Eng,13.0,43,0.3023255813953488
2004-05,Mathematics,66.0,231,0.2857142857142857
2004-05,Mechanical Engineering,25.0,138,0.18115942028985507
2004-05,Molecular & Cell Biology,377.0,630,0.5984126984126984
2004-05,Music,17.0,40,0.425
2004-05,Near Eastern Studies,3.0,4,0.75
2004-05,Nuclear Engineering,3.0,9,0.3333333333333333
2004-05,Nutritional Sciences & Tox,32.0,39,0.8205128205128205
2004-05,Other Bio Sciences Pgms,,1,
2004-05,Other Env Design Programs,,1,
2004-05,Other Physical Sciences Pgms,2.0,4,0.5
2004-05,Other Social Sciences Programs,2.0,2,1.0
2004-05,Philosophy,29.0,97,0.29896907216494845
2004-05,Physics,13.0,87,0.14942528735632185
2004-05,Plant & Microbial Biology,15.0,25,0.6
2004-05,Political Science,295.0,571,0.5166374781085814
2004-05,Psychology,257.0,345,0.744927536231884
2004-05,Rhetoric,53.0,95,0.5578947368421052
2004-05,Scandinavian,8.0,10,0.8
2004-05,Slavic Languages & Literatures,11.0,15,0.7333333333333333
2004-05,Sociology,172.0,245,0.7020408163265306
2004-05,South & SE Asian Studies,7.0,14,0.5
2004-05,Spanish & Portuguese,44.0,55,0.8
2004-05,Statistics,12.0,37,0.32432432432432434
2004-05,Theater Dance & Perf Stds,27.0,37,0.7297297297297297
2004-05,UG Interdisciplinary Studies,378.0,565,0.6690265486725664
2005-06,African American Studies,11.0,15,0.7333333333333333
2005-06,Ag & Resource Econ & Pol,9.0,21,0.42857142857142855
2005-06,Anthropology,112.0,144,0.7777777777777778
2005-06,Architecture,84.0,170,0.49411764705882355
2005-06,Art Practice,53.0,78,0.6794871794871795
2005-06,Astronomy,9.0,29,0.3103448275862069
2005-06,Bioengineering,40.0,87,0.45977011494252873
2005-06,Business,177.0,346,0.5115606936416185
2005-06,Chem & Biomolecular Eng,31.0,74,0.4189189189189189
2005-06,Chemistry,53.0,95,0.5578947368421052
2005-06,City & Regional Planning,8.0,13,0.6153846153846154
2005-06,Civil & Environmental Eng,36.0,102,0.35294117647058826
2005-06,Classics,12.0,21,0.5714285714285714
2005-06,Comparative Literature,16.0,29,0.5517241379310345
2005-06,Earth & Planetary Science,7.0,13,0.5384615384615384
2005-06,East Asian Lang & Culture,24.0,42,0.5714285714285714
2005-06,Economics,192.0,423,0.45390070921985815
2005-06,Electrical Eng & Computer Sci,52.0,330,0.15757575757575756
2005-06,Engineering Science,2.0,41,0.04878048780487805
2005-06,English,250.0,366,0.6830601092896175
2005-06,"Env Sci, Policy, & Mgmt",76.0,115,0.6608695652173913
2005-06,Ethnic Studies,65.0,96,0.6770833333333334
2005-06,Film and Media,26.0,63,0.4126984126984127
2005-06,French,18.0,22,0.8181818181818182
2005-06,Gender & Womens Studies,19.0,19,1.0
2005-06,Geography,24.0,36,0.6666666666666666
2005-06,German,9.0,11,0.8181818181818182
2005-06,History,85.0,208,0.40865384615384615
2005-06,History of Art,37.0,44,0.8409090909090909
2005-06,Industrial Eng & Ops Research,19.0,43,0.4418604651162791
2005-06,Integrative Biology,142.0,211,0.6729857819905213
2005-06,Interdisc Social Science Pgms,166.0,318,0.5220125786163522
2005-06,Italian Studies,15.0,15,1.0
2005-06,L&S Chemistry,1.0,5,0.2
2005-06,L&S Computer Science,18.0,104,0.17307692307692307
2005-06,L&S Envir Econ & Policy,1.0,3,0.3333333333333333
2005-06,L&S Legal Studies,112.0,184,0.6086956521739131
2005-06,L&S Ops Rsch & Mgmt Sci,,1,
2005-06,L&S Public Health,96.0,130,0.7384615384615385
2005-06,L&S Social Welfare,111.0,125,0.888
2005-06,Landscape Arch & Env Plan,15.0,21,0.7142857142857143
2005-06,Linguistics,25.0,43,0.5813953488372093
2005-06,Materials Science & Eng,9.0,51,0.17647058823529413
2005-06,Mathematics,57.0,193,0.29533678756476683
2005-06,Mechanical Engineering,28.0,183,0.15300546448087432
2005-06,Molecular & Cell Biology,327.0,552,0.592391304347826
2005-06,Music,16.0,29,0.5517241379310345
2005-06,Near Eastern Studies,11.0,16,0.6875
2005-06,Nuclear Engineering,6.0,13,0.46153846153846156
2005-06,Nutritional Sciences & Tox,41.0,50,0.82
2005-06,Other Arts & Humanities Pgms,1.0,1,1.0
2005-06,Other Env Design Programs,1.0,2,0.5
2005-06,Other Physical Sciences Pgms,2.0,4,0.5
2005-06,Other Social Sciences Programs,2.0,2,1.0
2005-06,Philosophy,26.0,93,0.27956989247311825
2005-06,Physics,16.0,79,0.20253164556962025
2005-06,Plant & Microbial Biology,16.0,28,0.5714285714285714
2005-06,Political Science,296.0,544,0.5441176470588235
2005-06,Psychology,299.0,412,0.7257281553398058
2005-06,Rhetoric,54.0,112,0.48214285714285715
2005-06,Scandinavian,4.0,5,0.8
2005-06,Slavic Languages & Literatures,6.0,12,0.5
2005-06,Sociology,190.0,258,0.7364341085271318
2005-06,South & SE Asian Studies,15.0,21,0.7142857142857143
2005-06,Spanish & Portuguese,38.0,54,0.7037037037037037
2005-06,Statistics,21.0,46,0.45652173913043476
2005-06,Theater Dance & Perf Stds,31.0,40,0.775
2005-06,UG Interdisciplinary Studies,363.0,550,0.66
2006-07,African American Studies,13.0,19,0.6842105263157895
2006-07,Ag & Resource Econ & Pol,17.0,26,0.6538461538461539
2006-07,Anthropology,73.0,113,0.6460176991150443
2006-07,Architecture,113.0,207,0.5458937198067633
2006-07,Art Practice,52.0,70,0.7428571428571429
2006-07,Astronomy,9.0,20,0.45
2006-07,Bioengineering,19.0,70,0.2714285714285714
2006-07,Business,166.0,322,0.515527950310559
2006-07,Chem & Biomolecular Eng,34.0,98,0.3469387755102041
2006-07,Chemistry,76.0,139,0.5467625899280576
2006-07,City & Regional Planning,8.0,13,0.6153846153846154
2006-07,Civil & Environmental Eng,32.0,100,0.32
2006-07,Classics,20.0,25,0.8
2006-07,Comparative Literature,16.0,23,0.6956521739130435
2006-07,Earth & Planetary Science,9.0,17,0.5294117647058824
2006-07,East Asian Lang & Culture,24.0,51,0.47058823529411764
2006-07,Economics,171.0,403,0.42431761786600497
2006-07,Electrical Eng & Computer Sci,38.0,260,0.14615384615384616
2006-07,Engineering Science,5.0,43,0.11627906976744186
2006-07,English,209.0,320,0.653125
2006-07,"Env Sci, Policy, & Mgmt",90.0,128,0.703125
2006-07,Ethnic Studies,65.0,89,0.7303370786516854
2006-07,Film and Media,27.0,65,0.4153846153846154
2006-07,French,26.0,39,0.6666666666666666
2006-07,Gender & Womens Studies,15.0,16,0.9375
2006-07,Geography,31.0,49,0.6326530612244898
2006-07,German,17.0,23,0.7391304347826086
2006-07,History,110.0,200,0.55
2006-07,History of Art,46.0,55,0.8363636363636363
2006-07,Industrial Eng & Ops Research,15.0,48,0.3125
2006-07,Integrative Biology,160.0,244,0.6557377049180327
2006-07,Interdisc Social Science Pgms,218.0,368,0.592391304347826
2006-07,Italian Studies,7.0,8,0.875
2006-07,L&S Chemistry,5.0,10,0.5
2006-07,L&S Computer Science,10.0,85,0.11764705882352941
2006-07,L&S Envir Econ & Policy,10.0,21,0.47619047619047616
2006-07,L&S Legal Studies,105.0,168,0.625
2006-07,L&S Ops Rsch & Mgmt Sci,3.0,15,0.2
2006-07,L&S Public Health,129.0,166,0.7771084337349398
2006-07,L&S Social Welfare,98.0,123,0.7967479674796748
2006-07,Landscape Arch & Env Plan,8.0,11,0.7272727272727273
2006-07,Linguistics,45.0,63,0.7142857142857143
2006-07,Materials Science & Eng,15.0,67,0.22388059701492538
2006-07,Mathematics,48.0,158,0.3037974683544304
2006-07,Mechanical Engineering,18.0,188,0.09574468085106383
2006-07,Molecular & Cell Biology,345.0,614,0.5618892508143323
2006-07,Music,25.0,44,0.5681818181818182
2006-07,Near Eastern Studies,5.0,7,0.7142857142857143
2006-07,Nuclear Engineering,1.0,18,0.05555555555555555
2006-07,Nutritional Sciences & Tox,58.0,70,0.8285714285714286
2006-07,Philosophy,30.0,84,0.35714285714285715
2006-07,Physics,12.0,66,0.18181818181818182
2006-07,Plant & Microbial Biology,18.0,31,0.5806451612903226
2006-07,Political Science,287.0,524,0.5477099236641222
2006-07,Psychology,245.0,330,0.7424242424242424
2006-07,Rhetoric,65.0,105,0.6190476190476191
2006-07,Scandinavian,3.0,4,0.75
2006-07,Slavic Languages & Literatures,4.0,7,0.5714285714285714
2006-07,Sociology,168.0,228,0.7368421052631579
2006-07,South & SE Asian Studies,15.0,20,0.75
2006-07,Spanish & Portuguese,32.0,44,0.7272727272727273
2006-07,Statistics,21.0,50,0.42
2006-07,Theater Dance & Perf Stds,37.0,47,0.7872340425531915
2006-07,UG Interdisciplinary Studies,336.0,491,0.6843177189409368
2007-08,African American Studies,5.0,10,0.5
2007-08,Ag & Resource Econ & Pol,19.0,45,0.4222222222222222
2007-08,Anthropology,104.0,140,0.7428571428571429
2007-08,Architecture,81.0,161,0.5031055900621118
2007-08,Art Practice,70.0,104,0.6730769230769231
2007-08,Astronomy,8.0,27,0.2962962962962963
2007-08,Bioengineering,34.0,78,0.4358974358974359
2007-08,Business,183.0,374,0.4893048128342246
2007-08,Chem & Biomolecular Eng,34.0,92,0.3695652173913043
